source,target
0,24
0,35
0,38
0,39
0,43
0,44
0,67
0,74
0,77
0,127
0,151
0,156
0,174
0,188
0,256
0,373
1,29
1,44
1,123
1,144
1,154
1,161
1,175
1,176
1,193
1,197
1,198
1,214
1,215
1,242
1,271
1,311
1,317
1,352
1,371
2,23
2,33
2,46
2,70
2,100
2,106
2,127
2,130
2,151
2,155
2,288
3,5
3,67
3,107
3,220
3,224
3,227
3,232
3,290
3,364
4,17
4,20
4,26
4,28
4,32
4,42
4,50
4,78
4,85
4,91
4,98
4,106
4,109
4,117
4,145
4,168
4,177
4,184
4,188
4,195
4,198
4,215
4,216
4,224
4,225
4,234
4,241
4,257
4,275
4,278
4,286
4,288
4,296
4,305
4,311
4,315
4,316
4,322
4,332
4,351
4,352
4,353
4,355
5,7
5,17
5,24
5,27
5,34
5,43
5,51
5,73
5,85
5,86
5,99
5,101
5,120
5,162
5,174
5,182
5,188
5,190
5,204
5,209
5,210
5,220
5,226
5,244
5,250
5,256
5,272
5,298
5,303
5,311
5,316
5,318
5,321
5,329
5,330
5,338
5,365
5,366
5,377
6,74
6,101
6,104
6,221
6,229
6,234
6,252
6,287
6,290
6,311
6,375
7,13
7,29
7,30
7,33
7,42
7,45
7,50
7,69
7,76
7,96
7,98
7,103
7,110
7,125
7,127
7,134
7,149
7,153
7,156
7,158
7,161
7,169
7,173
7,177
7,179
7,181
7,184
7,188
7,195
7,214
7,218
7,239
7,250
7,263
7,266
7,287
7,304
7,366
7,369
7,374
8,23
8,80
8,111
8,236
8,332
9,26
9,35
9,61
9,77
9,120
9,123
9,154
9,158
9,161
9,163
9,197
9,252
9,291
9,315
9,347
9,352
9,362
9,377
10,39
10,42
10,51
10,54
10,91
10,197
10,234
10,279
10,325
10,328
11,24
11,36
11,38
11,43
11,91
11,130
11,164
11,197
11,223
11,238
11,266
11,267
11,273
11,340
11,373
12,20
12,24
12,39
12,42
12,45
12,48
12,90
12,102
12,110
12,112
12,113
12,142
12,158
12,162
12,169
12,189
12,195
12,199
12,205
12,262
12,272
12,274
12,281
12,322
12,335
12,348
12,352
12,376
13,17
13,19
13,30
13,33
13,35
13,39
13,48
13,56
13,59
13,62
13,77
13,82
13,83
13,108
13,113
13,120
13,130
13,136
13,145
13,149
13,155
13,159
13,163
13,165
13,171
13,178
13,188
13,193
13,194
13,202
13,218
13,221
13,234
13,236
13,237
13,242
13,249
13,258
13,261
13,263
13,266
13,290
13,322
13,335
13,343
13,346
13,347
13,365
13,369
14,29
14,33
14,77
14,91
14,103
14,111
14,127
14,139
14,148
14,151
14,157
14,178
14,224
14,236
14,279
14,280
14,327
14,369
15,43
15,46
15,54
15,83
15,107
15,241
15,250
15,325
15,366
16,29
16,47
16,54
16,58
16,61
16,83
16,155
16,158
16,230
16,273
16,324
16,341
17,21
17,26
17,29
17,33
17,34
17,42
17,47
17,61
17,72
17,74
17,81
17,82
17,91
17,109
17,114
17,123
17,125
17,154
17,167
17,193
17,202
17,218
17,222
17,240
17,273
17,275
17,279
17,286
17,287
17,288
17,338
17,348
17,361
17,365
17,367
18,70
18,142
18,158
18,163
18,168
18,178
18,211
18,212
18,258
18,266
18,287
18,316
18,340
18,366
18,375
19,20
19,26
19,39
19,105
19,110
19,115
19,125
19,126
19,142
19,152
19,153
19,165
19,168
19,186
19,188
19,193
19,202
19,207
19,211
19,221
19,223
19,226
19,231
19,239
19,240
19,241
19,247
19,248
19,249
19,258
19,268
19,288
19,298
19,312
19,322
19,325
19,332
19,333
19,343
19,362
19,366
20,22
20,24
20,31
20,71
20,103
20,111
20,135
20,155
20,158
20,164
20,175
20,199
20,211
20,223
20,229
20,238
20,250
20,257
20,264
20,275
20,278
20,288
20,329
20,330
20,340
20,346
20,352
20,354
20,355
20,361
21,26
21,29
21,50
21,104
21,106
21,144
21,157
21,163
21,186
21,195
21,207
21,245
21,247
21,255
22,42
22,43
22,89
22,91
22,127
22,144
22,175
