source,target
0,27
0,41
0,77
0,107
0,168
0,196
0,197
0,272
0,273
0,322
1,45
1,85
1,157
1,194
1,215
1,223
1,241
1,311
1,338
1,366
2,19
2,28
2,144
2,200
2,258
2,279
2,352
2,355
2,369
3,10
3,17
3,85
3,109
3,125
3,165
3,183
3,374
4,54
4,64
4,72
4,88
4,89
4,113
4,150
4,178
4,209
4,222
4,230
4,246
4,249
4,251
4,289
4,291
4,292
4,306
4,338
5,14
5,32
5,54
5,60
5,97
5,111
5,119
5,121
5,128
5,198
5,222
5,283
5,291
5,339
5,344
5,350
5,355
5,363
6,86
6,89
6,91
6,109
6,215
6,249
6,255
6,324
6,328
7,9
7,15
7,23
7,53
7,54
7,79
7,139
7,148
7,154
7,189
7,235
7,249
7,254
7,278
7,281
7,299
8,111
8,165
8,175
8,226
8,277
8,287
8,290
9,17
9,62
9,67
9,74
9,83
9,91
9,115
9,143
9,161
9,177
9,221
9,232
9,252
9,279
9,311
9,332
9,335
9,369
10,26
10,43
10,49
10,70
10,85
10,100
10,106
10,161
10,275
10,309
10,311
10,317
10,327
11,38
11,45
11,61
11,73
11,86
11,106
11,120
11,144
11,221
11,229
11,234
11,321
11,340
11,377
12,20
12,23
12,25
12,30
12,68
12,72
12,89
12,94
12,104
12,141
12,145
12,147
12,206
12,240
12,246
12,270
12,292
12,296
12,318
12,346
12,351
12,361
12,363
13,20
13,28
13,53
13,54
13,62
13,97
13,108
13,121
13,189
13,194
13,209
13,237
13,251
13,253
13,262
13,263
13,283
13,291
13,292
13,294
13,299
13,304
13,305
13,315
13,345
14,24
14,59
14,82
14,125
14,163
14,164
14,177
14,289
14,297
14,316
14,335
14,341
14,377
15,36
15,87
15,99
15,143
15,164
15,174
15,223
15,236
15,258
15,275
15,371
16,39
16,43
16,51
16,58
16,59
16,66
16,142
16,188
16,241
16,286
16,289
16,335
16,340
17,52
17,86
17,99
17,131
17,137
17,138
17,141
17,182
17,189
17,190
17,192
17,212
17,213
17,219
17,231
17,260
17,289
17,343
18,38
18,45
18,70
18,88
18,127
18,140
18,156
18,168
18,238
18,263
18,337
19,54
19,68
19,84
19,86
19,101
19,115
19,149
19,178
19,189
19,227
19,244
19,263
19,264
19,265
19,278
19,283
19,289
19,310
19,314
19,334
20,21
20,34
20,50
20,59
20,74
20,76
20,85
20,87
20,155
20,157
20,163
20,174
20,187
20,197
20,223
20,224
20,226
20,232
20,242
20,248
20,250
20,253
20,273
20,275
20,286
20,287
20,340
20,362
20,367
21,24
21,155
21,189
21,209
21,287
21,312
22,29
22,77
22,125
22,151
22,211
22,238
22,254
22,279
22,284
22,324
22,348
22,362
23,26
23,27
23,33
23,38
23,39
23,42
23,45
23,46
23,49
23,67
23,70
23,97
23,117
23,123
23,142
23,152
23,158
23,164
23,174
23,197
23,211
23,220
23,228
23,232
23,234
23,236
23,242
23,252
23,262
23,268
23,274
23,279
23,287
23,316
23,317
23,319
23,330
23,348
23,352
23,369
23,376
24,28
24,54
24,57
24,89
24,101
24,103
24,108
24,122
24,126
24,138
24,140
24,141
24,154
24,159
24,175
24,180
24,195
24,201
24,213
24,256
24,263
24,267
24,299
24,318
24,356
24,360
24,376
25,62
25,76
25,86
25,156
25,241
25,295
25,369
26,54
26,61
26,148
26,153
26,175
26,184
26,194
26,235
26,256
26,257
26,262
26,264
26,285
26,289
26,300
26,301
26,333
26,363
26,372
27,39
27,75
27,85
27,107
27,197
27,204
27,234
27,319
27,325
27,373
28,39
28,44
28,46
28,59
28,62
28,67
28,75
28,77
28,87
28,98
28,109
28,110
28,120
28,142
28,149
28,155
28,158
28,161
28,165
28,202
28,214
28,234
28,279
28,286
28,287
28,290
28,294
28,311
28,317
28,319
28,326
28,330
28,341
28,347
28,348
28,354
28,365
28,366
28,367
28,377
29,55
29,86
29,104
29,126
29,129
29,154
29,162
29,212
29,225
29,237
29,240
29,259
29,264
29,265
29,280
29,284
29,312
29,314
29,323
29,336
29,349
29,351
30,49
30,65
30,127
30,136
30,158
30,174
30,224
30,279
30,306
30,335
30,340
31,32
31,38
31,127
31,178
31,215
31,222
31,252
31,271
31,287
31,290
31,293
31,369
32,35
32,70
32,86
32,93
32,123
32,141
32,252
32,320
33,40
33,55
33,100
33,104
33,116
33,132
33,134
33,159
33,181
33,230
33,239
33,251
33,259
33,261
33,262
33,289
33,297
33,298
34,60
34,78
34,89
34,118
34,129
34,138
34,140
34,169
34,181
34,183
34,190
34,202
34,208
34,245
34,249
34,262
34,267
34,281
34,283
34,285
34,295
34,312
34,332
34,337
34,338
34,354
35,71
35,100
35,104
35,105
35,112
35,116
35,199
35,230
35,251
35,277
35,284
35,296
35,314
35,328
35,329
35,339
35,356
35,359
35,360
36,40
36,57
36,62
36,65
36,86
36,110
36,119
36,122
36,126
36,138
36,153
36,162
36,181
36,183
36,203
36,299
36,307
36,309
36,353
36,367
37,51
37,114
37,136
37,165
37,189
37,193
37,206
37,215
37,258
37,266
37,317
38,64
38,141
38,153
38,195
38,209
38,231
38,240
38,280
38,289
38,304
