source,target
0,19
0,33
0,42
0,74
0,79
0,107
0,111
0,155
0,161
0,191
0,193
0,211
0,238
0,255
0,284
0,291
0,311
0,317
0,322
0,362
0,374
1,20
1,42
1,67
1,86
1,136
1,154
1,157
1,174
1,189
1,193
1,200
1,238
1,240
1,371
1,374
2,7
2,50
2,83
2,91
2,156
2,161
2,274
2,288
2,289
2,322
2,324
2,330
3,33
3,76
3,79
3,110
3,120
3,125
3,183
3,223
3,229
3,263
3,311
3,377
4,22
4,27
4,46
4,56
4,84
4,96
4,99
4,104
4,115
4,117
4,119
4,140
4,146
4,150
4,172
4,178
4,179
4,193
4,203
4,207
4,232
4,242
4,255
4,260
4,281
4,283
4,312
4,336
4,359
4,373
4,375
5,40
5,48
5,49
5,50
5,61
5,104
5,112
5,114
5,117
5,127
5,174
5,191
5,208
5,210
5,213
5,224
5,236
5,243
5,251
5,256
5,268
5,274
5,280
5,303
5,312
5,326
5,327
5,332
5,333
5,340
5,351
5,363
5,365
6,45
6,197
6,208
6,215
6,240
6,274
6,279
6,365
7,53
7,60
7,71
7,72
7,143
7,147
7,152
7,172
7,173
7,179
7,194
7,206
7,211
7,214
7,224
7,228
7,238
7,239
7,244
7,247
7,260
7,279
7,282
7,291
7,307
7,317
7,328
7,350
7,354
7,368
7,370
8,49
8,56
8,77
8,120
8,127
8,211
8,330
8,335
9,20
9,33
9,46
9,59
9,94
9,118
9,122
9,157
9,236
9,274
9,320
9,322
9,341
9,348
10,25
10,45
10,50
10,56
10,104
10,123
10,124
10,125
10,134
10,135
10,139
10,161
10,211
10,214
10,258
10,287
10,317
10,330
10,340
10,341
10,348
11,18
11,24
11,48
11,83
11,85
11,91
11,101
11,136
11,188
11,189
11,200
11,229
11,231
11,235
11,275
11,295
11,318
11,328
11,335
12,20
12,24
12,42
12,46
12,54
12,56
12,77
12,82
12,83
12,85
12,99
12,118
12,181
12,218
12,219
12,220
12,227
12,260
12,267
12,269
12,291
12,296
12,308
12,312
12,318
12,334
12,341
12,357
12,375
13,15
13,23
13,27
13,76
13,88
13,106
13,121
13,123
13,130
13,131
13,134
13,137
13,141
13,142
13,143
13,148
13,151
13,199
13,204
13,207
13,209
13,234
13,247
13,263
13,302
13,306
13,320
13,336
13,347
13,368
13,370
13,375
14,20
14,26
14,29
14,39
14,59
14,80
14,91
14,104
14,112
14,163
14,189
14,197
15,26
15,29
15,107
15,129
15,187
15,325
16,98
16,168
16,249
16,250
16,288
16,366
17,31
17,40
17,42
17,51
17,87
17,131
17,138
17,142
17,149
17,152
17,156
17,168
17,176
17,211
17,225
17,240
17,247
17,259
17,293
17,294
17,318
17,323
17,327
17,339
17,359
18,26
18,76
18,112
18,152
18,161
18,221
18,328
18,372
19,40
19,48
19,54
19,60
19,70
19,99
19,110
19,114
19,120
19,159
19,165
19,185
19,189
19,211
19,223
19,245
19,264
19,268
19,270
19,280
19,289
19,297
19,304
19,319
19,325
19,327
19,341
19,342
19,348
19,371
20,23
20,39
20,41
20,42
20,46
20,47
20,69
20,74
20,83
20,115
20,123
20,127
20,132
20,155
20,166
20,168
20,195
20,197
20,198
20,228
20,240
20,249
20,259
20,261
20,264
20,288
20,299
20,307
20,317
20,341
20,344
20,347
20,350
20,351
20,364
21,33
21,36
21,41
21,50
21,69
21,87
21,96
21,104
21,109
21,114
21,123
21,135
21,168
21,258
21,293
21,328
21,347
22,26
22,50
22,65
22,77
22,107
22,122
22,132
22,141
22,165
22,193
22,206
22,220
22,226
22,241
22,323
22,325
22,335
22,352
22,373
23,36
23,53
23,69
23,77
23,140
23,145
23,149
23,155
23,216
23,229
23,232
23,238
23,239
23,247
23,255
23,263
23,282
23,283
23,320
23,339
23,343
23,361
23,365
24,30
24,55
24,71
24,81
24,88
24,102
24,116
24,119
24,120
24,127
24,140
24,145
24,153
24,157
24,192
24,199
24,222
24,225
24,226
24,231
24,238
24,259
24,260
24,291
24,292
24,295
24,320
24,347
24,362
24,365
24,377
25,59
25,65
25,67
25,76
25,85
25,156
25,157
25,158
25,178
25,184
25,197
25,209
25,219
25,271
25,290
25,291
25,317
25,338
25,371
25,373
25,374
26,49
26,55
26,60
26,77
26,88
26,97
26,107
26,156
26,175
26,181
26,186
26,194
26,199
26,211
26,219
26,224
26,227
26,240
26,269
26,278
26,282
26,307
26,345
26,368
26,372
27,85
27,137
27,144
27,206
27,227
27,271
27,319
27,340
27,347
27,352
28,53
28,72
28,111
28,139
28,146
28,171
28,188
28,190
28,202
28,206
28,224
28,231
28,233
28,242
28,279
28,293
28,311
28,312
28,328
28,346
28,348
28,349
28,364
28,377
29,38
29,64
29,73
29,80
29,99
29,102
29,107
29,109
29,141
29,142
29,165
29,171
29,177
29,181
29,195
29,199
29,204
29,209
29,213
29,227
29,275
29,280
29,289
29,294
29,295
29,300
29,310
29,311
29,314
29,328
29,332
29,344
29,360
30,49
30,67
30,89
30,157
30,158
30,211
30,229
30,266
30,278
30,279
30,315
30,366
31,83
31,105
31,107
31,111
31,133
31,135
31,142
31,155
31,187
31,226
31,227
31,229
31,233
31,283
31,286
31,287
31,289
31,306
31,308
31,347
31,348
31,353
32,47
32,56
32,88
32,141
32,204
32,377
33,62
33,68
33,71
33,81
33,91
33,95
33,101
33,143
33,145
33,182
33,239
33,243
33,300
33,307
33,311
33,323
33,333
33,335
33,350
33,354
33,356
34,38
34,45
34,57
34,84
34,106
34,136
34,138
34,149
34,159
34,176
34,179
34,184
34,189
34,200
34,201
34,231
34,364
35,57
35,96
35,104
35,111
35,116
35,122
35,138
35,175
35,193
35,201
35,208
35,230
35,233
35,236
35,249
35,253
35,269
35,301
35,312
35,313
35,329
35,341
35,360
35,364
35,371
36,40
36,47
36,55
36,83
36,90
36,91
36,105
36,107
36,108
36,122
36,127
36,136
36,156
36,176
36,182
36,205
36,208
36,220
36,245
36,254
36,256
36,285
36,303
36,306
36,308
36,318
36,321
36,333
36,335
36,344
36,349
36,358
36,365
36,371
36,374
37,39
37,49
37,56
37,58
37,74
37,85
37,108
37,144
37,167
37,168
37,228
37,311
37,347
37,348
