source,target
0,20
0,45
0,46
0,70
0,161
0,178
0,319
0,320
0,335
0,340
0,341
0,356
1,4
1,19
1,45
1,80
1,83
1,91
1,138
1,154
1,156
1,203
1,221
1,224
1,240
1,241
1,279
2,26
2,36
2,87
2,167
2,188
2,224
2,303
2,347
2,348
2,356
2,362
2,377
3,35
3,38
3,45
3,98
3,131
3,136
3,373
4,10
4,32
4,45
4,50
4,53
4,57
4,101
4,102
4,109
4,111
4,166
4,173
4,183
4,191
4,209
4,212
4,244
4,288
4,307
4,333
4,355
4,356
4,361
5,18
5,27
5,58
5,91
5,113
5,114
5,122
5,154
5,163
5,189
5,246
5,250
5,253
5,307
5,320
5,321
5,341
5,343
5,347
6,24
6,32
6,109
6,130
6,157
6,169
6,195
6,197
6,221
6,256
6,294
6,300
7,17
7,20
7,49
7,65
7,103
7,114
7,117
7,118
7,128
7,129
7,137
7,139
7,150
7,182
7,186
7,215
7,235
7,257
7,269
7,280
7,312
7,335
7,340
7,345
7,346
7,356
8,31
8,45
8,54
8,72
8,77
8,86
8,182
8,197
8,213
8,249
8,280
8,290
8,324
8,373
9,38
9,50
9,58
9,59
9,76
9,86
9,156
9,163
9,174
9,177
9,197
9,200
9,219
9,220
9,221
9,223
9,242
9,258
9,273
9,325
10,19
10,54
10,85
10,99
10,108
10,175
10,197
10,209
10,252
10,255
10,258
10,275
11,20
11,35
11,109
11,130
11,154
11,163
11,165
11,226
11,232
11,255
11,289
11,298
11,325
11,351
12,21
12,35
12,39
12,81
12,85
12,104
12,107
12,118
12,140
12,161
12,167
12,169
12,172
12,197
12,226
12,228
12,257
12,263
12,280
12,295
12,305
12,310
12,313
12,326
12,331
12,333
12,343
12,346
12,353
12,376
13,17
13,51
13,110
13,130
13,138
13,140
13,147
13,181
13,211
13,217
13,221
13,282
13,293
13,317
13,321
13,335
13,343
13,348
14,19
14,26
14,29
14,50
14,54
14,76
14,106
14,122
14,136
14,178
14,221
14,252
14,330
15,81
15,87
15,104
15,168
15,187
15,236
15,238
15,252
15,279
15,290
15,300
15,316
15,325
15,328
15,335
15,361
16,167
16,188
16,210
16,240
16,272
16,291
16,320
16,327
16,335
16,347
16,366
17,27
17,40
17,54
17,61
17,79
17,89
17,94
17,99
17,116
17,131
17,141
17,155
17,157
17,166
17,196
17,200
17,201
17,210
17,221
17,230
17,235
17,251
17,263
17,279
17,283
17,287
17,299
17,311
17,322
17,324
17,331
17,350
17,377
18,26
18,50
18,59
18,84
18,113
18,130
18,174
18,193
18,209
18,225
18,271
18,361
18,373
19,49
19,58
19,60
19,64
19,86
19,92
19,117
19,148
19,152
19,159
19,167
19,181
19,191
19,201
19,223
19,224
19,236
19,237
19,240
19,244
19,257
19,269
19,270
19,288
19,289
19,304
19,329
19,333
19,339
19,355
19,361
19,364
19,367
20,38
20,107
20,124
20,127
20,163
20,167
20,178
20,187
20,191
20,206
20,241
20,245
20,248
20,252
20,289
20,293
20,304
20,324
20,328
20,344
20,353
20,354
20,374
20,376
21,33
21,46
21,59
21,163
21,183
21,211
21,214
21,219
21,288
21,322
21,341
21,373
22,42
22,45
22,133
22,144
22,163
22,221
22,226
22,236
22,238
22,250
22,266
22,271
22,273
22,290
22,301
22,311
22,319
22,328
22,352
22,374
23,26
23,30
23,51
23,53
23,54
23,76
23,91
23,121
23,137
23,144
23,165
23,175
23,188
23,205
23,210
23,229
23,286
23,291
23,293
23,304
23,315
23,321
23,327
23,333
23,334
23,335
23,373
23,375
24,39
24,40
24,93
24,114
24,145
24,150
24,202
24,206
24,214
24,216
24,227
24,237
24,245
24,260
24,269
24,280
24,303
24,326
24,329
24,344
24,350
24,361
24,365
24,366
24,371
25,29
25,42
25,45
25,56
25,57
25,119
25,161
25,286
25,348
25,367
26,45
26,48
26,59
26,75
26,95
26,98
26,106
26,141
26,152
26,155
26,159
26,161
26,171
26,200
26,201
26,256
26,258
26,262
26,270
26,293
26,299
26,302
26,307
26,322
26,341
26,367
26,376
27,36
27,47
27,59
27,159
27,240
27,243
27,274
27,328
27,335
28,29
28,55
28,73
28,77
28,87
28,94
28,96
28,109
28,132
28,138
28,144
28,177
28,180
28,186
28,206
28,226
28,250
28,270
28,278
28,291
28,326
28,328
28,350
29,31
29,109
29,142
29,147
29,162
29,167
29,196
29,207
29,209
29,244
29,251
29,254
29,275
29,287
29,299
29,313
29,315
29,316
29,317
29,325
29,342
29,359
29,361
29,368
30,35
30,42
30,49
30,56
30,62
30,76
30,77
30,88
30,120
30,135
30,136
30,151
30,241
30,271
30,275
30,279
30,322
30,340
30,341
31,86
31,95
31,174
31,200
31,231
31,236
31,242
31,263
31,274
31,290
31,330
32,46
32,56
32,58
32,77
32,87
32,92
32,98
32,130
32,141
32,143
32,151
32,167
32,204
32,210
32,236
32,258
32,279
32,286
32,310
32,322
32,327
33,41
33,42
33,52
33,53
33,57
33,69
33,74
33,76
33,78
33,84
33,96
33,97
33,99
33,109
33,124
33,149
33,151
33,161
33,172
33,176
33,177
33,189
33,210
33,245
33,251
33,260
33,299
33,300
33,333
34,38
34,42
34,51
34,53
34,70
34,92
34,96
34,108
34,115
34,117
34,128
34,133
34,141
34,160
34,172
34,173
34,181
34,186
34,222
34,245
34,247
34,252
34,254
34,293
34,321
34,338
34,346
34,350
34,351
34,358
34,372
35,48
35,52
35,64
35,74
35,84
35,100
35,116
35,119
35,133
35,140
35,155
35,160
35,176
35,178
35,210
35,216
35,221
35,224
35,247
35,254
35,262
35,264
35,291
35,333
35,360
36,70
36,74
36,76
36,93
36,96
36,112
36,131
36,143
36,144
36,162
36,163
36,186
36,188
36,197
36,206
36,207
36,209
36,210
36,212
36,230
36,233
36,240
36,245
36,276
36,283
36,289
36,318
36,340
36,357
36,358
36,363
37,56
37,86
37,113
37,120
37,138
37,250
37,254
37,318
38,50
38,52
38,96
38,99
38,101
38,113
38,123
38,128
38,140
38,146
38,153
38,154
38,164
38,169
38,192
38,222
38,228
38,230
38,232
38,274
38,279
38,297
38,298
38,299
38,315
38,321
38,341
38,358
38,359
38,365
38,372
39,44
39,52
39,76
39,79
39,80
39,85
39,100
39,104
39,110
39,134
39,154
39,191
39,212
39,233
39,263
39,277
39,280
39,286
39,323
39,339
39,343
39,365
39,372
40,57
40,108
40,130
40,174
40,274
40,318
40,320
40,325
40,372
41,46
41,50
41,67
41,69
41,89
41,109
41,117
41,129
41,130
41,133
41,163
41,170
41,185
41,193
41,217
41,241
41,244
41,265
41,268
41,270
41,278
41,288
41,306
41,314
41,315
41,330
41,341
42,44
42,57
42,62
42,80
42,115
42,130
42,131
42,151
42,175
42,189
42,199
42,213
42,245
42,246
42,263
42,267
42,290
42,325
42,334
42,355
42,370
43,62
43,63
43,72
43,96
43,120
43,134
43,183
43,185
43,202
43,229
43,233
43,235
43,276
43,280
43,284
43,289
43,292
43,303
43,326
43,332
43,333
43,336
43,343
44,74
44,98
44,192
44,238
44,269
44,317
44,347
44,348
44,376
45,57
45,69
45,73
45,76
45,82
45,103
45,111
45,120
45,136
45,152
45,173
45,183
45,203
45,207
45,219
45,235
45,260
45,264
45,281
45,295
45,308
45,349
46,56
46,62
46,83
46,104
46,110
46,117
46,132
46,138
46,141
46,161
46,178
46,179
46,181
46,186
46,204
46,211
46,230
46,243
46,260
46,269
46,283
46,287
46,309
46,310
46,318
46,319
46,321
46,340
46,350
46,352
46,359
47,48
47,77
47,82
47,89
47,148
47,195
47,196
47,202
47,230
47,232
47,263
47,275
47,291
47,313
47,320
47,323
47,329
47,358
47,362
47,365
47,371
47,375
48,91
48,164
48,226
48,240
48,322
48,347
48,351
49,53
49,57
49,86
49,89
49,106
49,108
49,111
49,117
49,125
49,138
49,177
49,182
49,215
49,227
49,244
49,254
49,266
49,329
49,349
50,84
50,99
50,107
50,108
50,119
50,126
50,134
50,141
50,231
50,250
50,251
50,263
50,267
50,302
50,305
50,306
50,318
50,324
50,346
50,362
50,376
51,120
51,130
51,144
51,158
51,170
51,189
51,204
51,255
51,274
51,282
51,292
51,297
51,322
51,337
52,67
52,83
52,91
52,130
52,158
52,195
52,196
52,258
53,58
53,66
53,77
53,142
53,168
53,263
53,288
53,290
53,320
54,128
54,136
54,138
54,148
54,154
54,161
54,166
54,169
54,177
54,189
54,197
54,248
54,291
54,319
54,341
54,365
54,373
55,83
55,85
55,109
