source,target
0,5
0,29
0,38
0,130
0,144
0,155
0,174
0,215
0,232
0,273
0,317
0,334
0,341
1,9
1,12
1,90
1,111
1,177
1,220
1,224
1,279
1,298
1,374
2,26
2,28
2,50
2,52
2,56
2,86
2,285
2,338
3,43
3,50
3,127
3,130
3,141
3,151
3,214
3,245
3,279
3,287
3,350
4,10
4,12
4,19
4,34
4,48
4,59
4,70
4,117
4,130
4,138
4,146
4,149
4,178
4,183
4,186
4,209
4,211
4,221
4,229
4,249
4,255
4,279
4,293
4,327
5,11
5,31
5,33
5,39
5,69
5,85
5,87
5,90
5,91
5,95
5,98
5,120
5,147
5,152
5,156
5,165
5,177
5,187
5,188
5,199
5,201
5,222
5,223
5,233
5,236
5,239
5,271
5,276
5,285
5,287
5,289
5,302
5,310
5,311
5,318
5,351
5,358
5,370
5,371
5,376
6,13
6,158
6,177
6,259
6,340
7,9
7,10
7,20
7,30
7,39
7,48
7,49
7,54
7,72
7,74
7,75
7,79
7,81
7,82
7,85
7,97
7,98
7,117
7,118
7,127
7,137
7,180
7,192
7,193
7,195
7,219
7,221
7,229
7,261
7,266
7,270
7,286
7,288
7,303
7,308
7,317
7,318
7,323
7,328
7,330
7,331
7,333
7,341
7,345
7,357
7,369
8,19
8,23
8,125
8,131
8,135
8,164
8,177
8,204
8,211
8,322
8,366
8,373
9,29
9,74
9,187
9,194
9,215
9,263
9,320
9,322
9,347
9,348
10,23
10,41
10,43
10,55
10,74
10,83
10,104
10,211
10,278
10,340
10,369
11,16
11,29
11,88
11,120
11,138
11,151
11,157
11,194
11,206
11,210
11,236
11,242
11,279
11,335
11,341
11,345
11,348
11,371
12,26
12,35
12,50
12,58
12,59
12,63
12,70
12,89
12,94
12,104
12,105
12,141
12,161
12,163
12,171
12,174
12,181
12,182
12,183
12,188
12,189
12,209
12,215
12,258
12,263
12,276
12,279
12,280
12,284
12,291
12,307
12,308
12,316
12,328
12,340
12,362
12,373
13,22
13,30
13,40
13,46
13,49
13,82
13,85
13,86
13,95
13,103
13,134
13,138
13,141
13,158
13,177
13,180
13,188
13,199
13,236
13,240
13,241
13,258
13,272
13,307
13,310
13,318
13,333
13,365
13,369
14,59
14,109
14,138
14,157
14,238
14,244
14,347
15,60
15,66
15,84
15,91
15,123
15,168
15,174
15,193
15,220
15,221
15,234
15,238
15,268
15,293
15,341
16,33
16,48
16,57
16,72
16,140
16,167
16,168
16,206
16,215
16,236
16,263
16,319
16,330
16,365
17,47
17,54
17,58
17,62
17,74
17,77
17,91
17,95
17,113
17,128
17,140
17,164
17,169
17,171
17,190
17,199
17,212
17,214
17,216
17,220
17,227
17,234
17,249
17,259
17,267
17,268
17,280
17,281
17,288
17,289
17,290
17,297
17,304
17,312
17,317
17,324
17,327
17,354
17,359
17,363
17,364
17,365
18,42
18,91
18,123
18,165
18,167
18,188
18,208
18,258
18,288
18,344
18,372
19,49
19,51
19,56
19,59
19,67
19,74
19,83
19,89
19,91
19,115
19,127
19,132
19,160
19,163
19,176
19,206
19,214
19,223
19,224
19,226
19,271
19,279
19,286
19,289
19,298
19,301
19,316
19,333
19,348
19,352
19,368
19,376
19,377
20,23
20,27
20,38
20,39
20,41
20,43
20,45
20,46
20,49
20,55
20,58
20,59
20,63
20,87
20,98
20,106
20,124
20,144
