source,target
0,8
0,24
0,87
0,130
0,141
0,258
0,267
0,274
0,286
0,289
0,316
1,38
1,76
1,98
1,102
1,141
1,164
1,190
1,220
1,317
1,319
1,336
1,352
2,42
2,153
2,156
2,168
2,187
2,204
2,221
2,248
2,266
2,275
2,298
2,330
2,341
2,357
3,19
3,39
3,52
3,67
3,78
3,120
3,125
3,157
3,174
3,181
3,187
3,189
3,206
3,223
3,234
3,269
3,274
3,282
3,320
3,325
3,366
4,5
4,19
4,20
4,38
4,45
4,80
4,96
4,125
4,143
4,162
4,174
4,179
4,190
4,209
4,222
4,231
4,232
4,233
4,245
4,261
4,262
4,281
4,297
4,304
4,309
4,315
4,336
5,43
5,49
5,76
5,79
5,84
5,89
5,94
5,174
5,206
5,210
5,213
5,239
5,240
5,242
5,244
5,254
5,258
5,306
5,312
5,313
5,328
5,343
5,349
5,357
6,17
6,28
6,38
6,121
6,174
6,201
6,234
6,315
6,319
6,325
6,340
7,22
7,37
7,42
7,51
7,70
7,84
7,86
7,113
7,121
7,122
7,123
7,135
7,138
7,181
7,210
7,228
7,264
7,265
7,268
7,302
7,303
7,304
7,313
7,317
7,318
7,340
8,19
8,35
8,43
8,98
8,223
8,250
9,23
9,29
9,45
9,56
9,59
9,70
9,77
9,83
9,193
9,229
9,287
9,334
9,340
9,374
10,23
10,54
10,67
10,83
10,140
10,176
10,213
10,288
10,289
10,333
10,341
10,373
11,13
11,67
11,91
11,151
11,161
11,234
11,293
11,319
11,328
11,365
12,23
12,34
12,56
12,59
12,65
12,66
12,71
12,80
12,108
12,120
12,126
12,128
12,129
12,141
12,155
12,169
12,181
12,197
12,243
12,247
12,265
12,281
12,284
12,296
12,300
12,315
12,337
12,343
12,352
12,361
13,26
13,41
13,53
13,110
13,123
13,127
13,154
13,173
13,174
13,202
13,218
13,230
13,236
13,248
13,259
13,276
13,282
13,284
13,291
13,292
13,308
13,321
13,322
13,341
13,350
13,357
14,29
14,49
14,50
14,58
14,73
14,123
14,149
14,174
14,187
14,191
14,219
14,223
14,224
14,273
14,275
14,356
14,359
14,374
15,91
15,120
15,125
15,163
15,168
15,197
15,203
15,213
15,234
15,279
15,287
15,329
15,347
15,355
16,107
16,108
16,120
16,124
16,165
16,191
16,214
16,215
16,236
16,238
16,255
16,259
16,377
17,30
17,49
17,56
17,57
17,97
17,103
17,111
17,175
17,190
17,199
17,232
17,235
17,262
17,281
17,288
17,298
17,301
17,318
17,322
17,327
17,351
17,360
17,362
17,370
17,373
17,374
18,24
18,48
18,76
18,77
18,87
18,120
18,133
18,151
18,204
18,221
18,240
18,258
18,289
18,318
19,28
19,55
19,56
19,67
19,68
19,71
19,89
19,94
19,97
19,115
19,118
19,120
19,132
19,142
19,149
19,151
19,155
19,169
19,182
19,193
19,226
19,241
19,261
19,262
19,274
19,276
19,277
19,284
19,286
19,288
19,291
19,329
19,330
19,334
19,337
19,345
20,21
20,41
20,47
20,54
20,63
20,91
20,92
20,102
20,103
20,123
20,136
20,145
20,156
20,165
20,190
20,199
20,201
20,202
20,208
20,218
20,221
20,259
20,268
20,272
20,279
20,332
20,344
21,26
21,33
21,34
21,41
21,166
21,193
21,198
21,223
21,232
21,236
21,273
21,365
22,29
22,33
22,65
22,83
22,100
22,105
22,120
22,123
22,126
22,177
22,199
22,252
22,311
22,330
22,335
22,347
22,348
22,374
23,37
23,51
23,54
23,58
23,65
23,81
23,82
23,88
23,89
23,90
23,119
23,123
23,135
23,138
23,145
23,157
23,160
23,165
23,196
23,199
23,213
23,230
23,241
23,263
23,288
23,289
23,304
23,326
23,333
23,350
24,33
24,53
24,60
24,77
24,94
24,103
24,104
24,109
24,137
24,146
24,154
24,205
24,210
24,213
24,214
24,228
24,238
24,240
24,247
24,260
24,263
24,266
24,269
24,278
24,285
24,293
24,296
24,305
24,322
24,332
24,370
25,33
25,59
25,67
25,119
25,175
25,209
25,217
25,226
26,60
26,63
26,112
26,113
26,115
26,117
26,122
26,125
26,140
26,166
26,179
26,183
26,184
26,200
26,212
26,216
26,240
26,241
26,242
26,255
26,260
26,267
26,300
26,302
26,318
26,328
26,344
26,366
27,28
27,120
27,177
27,223
27,243
27,335
27,341
27,359
27,369
28,31
28,33
28,41
28,50
28,69
28,88
28,107
28,113
28,123
28,134
28,144
28,154
28,173
28,178
28,218
28,221
28,241
28,276
28,293
28,308
28,318
28,329
28,333
28,341
28,352
29,34
29,53
29,54
29,64
29,78
29,101
29,113
29,142
29,146
29,152
29,164
29,173
29,178
29,212
29,233
29,278
29,294
29,315
29,327
29,328
29,338
29,375
30,49
30,83
30,106
30,118
30,125
30,136
30,156
30,161
30,254
30,303
30,311
30,324
30,341
31,52
31,58
31,59
31,131
31,137
31,258
31,275
31,291
32,63
32,74
32,83
32,86
32,130
32,148
32,203
32,221
32,233
32,241
32,287
32,327
33,38
33,48
33,72
33,82
33,86
33,95
33,101
33,108
33,148
33,166
33,176
33,179
33,186
33,191
33,192
33,205
33,225
33,232
33,242
33,246
33,251
33,254
33,258
33,262
33,274
33,298
33,314
33,321
33,361
33,373
33,376
34,41
34,78
34,82
34,99
34,104
34,105
34,122
34,130
34,142
34,149
34,171
34,173
34,182
34,184
34,188
34,203
34,205
34,222
34,227
34,260
34,270
34,277
34,299
34,303
34,307
34,313
34,331
34,332
34,347
34,355
34,357
34,361
34,363
35,51
35,72
35,87
35,111
35,120
35,130
35,161
35,173
35,182
35,193
35,251
35,253
35,264
35,278
35,280
35,283
35,284
35,298
35,302
35,307
35,322
35,330
35,362
35,375
36,37
36,68
36,84
36,129
36,130
36,138
36,141
36,162
36,165
36,166
36,205
36,209
36,214
36,225
36,284
36,287
36,298
36,302
36,330
36,337
36,362
36,364
37,41
37,76
