source,target
0,66
0,83
0,85
0,106
0,134
0,136
0,144
0,291
0,335
1,26
1,35
1,108
1,157
1,164
1,168
1,214
1,250
2,13
2,20
2,24
2,29
2,49
2,85
2,136
2,157
2,164
2,209
2,252
2,305
2,313
2,322
2,324
2,326
2,371
3,7
3,17
3,77
3,89
3,104
3,155
3,177
3,209
3,211
3,215
3,224
3,232
3,287
3,293
3,377
4,23
4,51
4,65
4,66
4,72
4,73
4,82
4,101
4,134
4,142
4,148
4,173
4,194
4,217
4,260
4,263
4,272
4,278
4,283
4,307
4,329
4,336
4,355
4,363
4,375
5,16
5,18
5,20
5,23
5,44
5,54
5,64
5,75
5,95
5,100
5,104
5,137
5,141
5,179
5,184
5,189
5,237
5,239
5,243
5,263
5,289
5,291
5,299
5,309
5,310
5,318
5,332
5,372
6,29
6,65
6,79
6,83
6,88
6,135
6,155
6,161
6,179
6,218
6,250
6,252
6,262
6,277
6,288
6,352
7,28
7,30
7,51
7,57
7,75
7,84
7,104
7,138
7,141
7,203
7,218
7,230
7,268
7,269
7,291
7,323
7,326
7,332
7,363
7,364
8,165
8,187
8,241
8,273
8,275
8,288
8,322
8,337
8,340
9,13
9,29
9,59
9,106
9,127
9,141
9,159
9,188
9,192
9,214
9,220
9,236
9,242
9,266
9,313
9,340
10,34
10,76
10,197
10,217
10,221
10,223
10,224
10,252
10,319
10,361
11,29
11,79
11,87
11,98
11,106
11,143
11,211
11,254
11,255
11,263
11,311
11,366
12,14
12,48
12,89
12,121
12,137
12,141
12,149
12,171
12,183
12,185
12,209
12,210
12,230
12,248
12,249
12,282
12,289
12,291
12,295
12,318
12,354
12,372
13,14
13,16
13,20
13,22
13,23
13,27
13,51
13,54
13,72
13,92
13,96
13,108
13,122
13,126
13,145
13,184
13,192
13,222
13,237
13,254
13,257
13,289
13,291
13,301
13,310
13,328
13,331
13,359
13,360
14,24
14,36
14,38
14,89
14,115
14,125
14,136
14,168
14,214
14,220
14,242
14,275
14,289
14,319
14,335
14,339
15,43
15,106
15,107
15,141
15,156
15,174
15,211
15,226
15,243
15,270
15,329
15,335
16,17
16,23
16,26
16,36
16,47
16,106
16,113
16,120
16,143
16,168
16,233
16,275
16,322
16,340
17,18
17,20
17,21
17,28
17,51
17,65
17,69
17,86
17,101
17,112
17,146
17,147
17,149
17,216
17,218
17,239
17,240
17,247
17,253
17,263
17,307
17,331
17,339
17,363
17,370
18,38
18,49
18,50
18,73
18,151
18,164
18,211
18,221
18,229
18,288
18,330
18,366
19,27
19,31
19,65
19,86
19,117
19,128
19,138
19,141
19,149
19,170
19,173
19,200
19,206
19,231
19,245
19,263
19,267
19,285
19,307
19,309
19,343
19,360
19,361
20,27
20,35
20,39
20,46
20,60
20,70
20,79
20,101
20,108
20,112
20,118
20,120
20,125
20,144
20,151
20,154
20,156
20,157
20,168
20,177
20,187
20,194
20,205
20,232
20,234
20,241
20,247
20,255
20,279
20,302
20,322
20,324
20,325
20,335
20,349
20,362
21,98
21,163
21,167
21,192
21,205
21,266
21,279
21,296
21,350
21,365
22,29
22,32
22,58
22,82
22,83
22,85
22,91
22,93
22,152
22,186
22,188
22,201
22,221
22,273
22,290
22,325
22,330
23,26
23,41
23,50
23,57
23,58
23,64
23,70
23,73
23,77
23,80
23,83
23,84
23,127
23,135
23,137
23,151
23,157
23,160
23,161
23,167
23,168
23,178
23,179
23,190
23,193
23,212
23,223
23,241
23,242
23,250
23,258
23,268
23,279
23,290
23,302
23,311
23,312
23,324
23,330
23,335
23,347
23,348
23,366
23,369
23,371
23,372
24,40
24,48
24,53
24,57
24,68
24,69
24,96
24,100
24,104
24,122
24,153
24,178
24,180
24,192
24,209
24,210
24,222
24,251
24,263
24,285
24,334
25,39
25,40
25,41
25,45
25,47
25,74
25,77
25,107
25,109
25,120
25,157
25,185
25,228
25,232
25,234
25,235
25,271
25,320
25,351
25,362
26,51
26,52
26,65
26,89
26,102
26,118
26,119
26,141
26,172
26,180
26,222
26,256
26,263
26,270
26,276
26,301
26,310
26,326
26,334
27,41
27,65
27,70
27,103
27,116
27,163
27,214
27,220
27,279
27,287
27,322
28,34
28,36
28,41
28,43
28,49
28,50
28,69
