source,target
0,5
0,7
0,9
0,17
0,23
0,72
0,86
0,98
0,101
0,110
0,133
0,151
0,155
0,158
0,189
0,224
0,254
0,267
0,274
0,317
1,7
1,29
1,32
1,46
1,65
1,67
1,77
1,83
1,106
1,135
1,168
1,204
1,302
1,316
2,5
2,17
2,34
2,37
2,42
2,47
2,120
2,143
2,144
2,151
2,157
2,170
2,221
2,232
2,279
2,290
2,318
2,322
2,351
2,371
3,7
3,19
3,130
3,141
3,157
3,214
3,234
3,263
3,266
3,280
3,311
3,330
3,366
4,29
4,35
4,39
4,41
4,45
4,46
4,51
4,55
4,58
4,67
4,73
4,75
4,93
4,97
4,104
4,118
4,130
4,140
4,141
4,143
4,151
4,164
4,178
4,193
4,196
4,197
4,211
4,221
4,222
4,226
4,234
4,260
4,268
4,273
4,279
4,287
4,289
4,304
4,319
4,350
4,352
5,19
5,23
5,39
5,44
5,49
5,50
5,56
5,59
5,63
5,86
5,102
5,103
5,108
5,117
5,119
5,132
5,136
5,142
5,156
5,167
5,205
5,215
5,216
5,222
5,226
5,251
5,252
5,255
5,293
5,306
5,321
5,324
5,340
5,362
5,369
6,36
6,74
6,83
6,91
6,125
6,157
6,177
6,214
6,232
6,234
6,273
6,275
7,16
7,34
7,39
7,50
7,67
7,76
7,83
7,101
7,116
7,127
7,151
7,155
7,158
7,168
7,187
7,209
7,213
7,235
7,237
7,239
7,240
7,243
7,252
7,256
7,284
7,295
7,306
7,307
7,312
7,315
7,322
7,329
7,340
7,350
7,365
8,12
8,47
8,49
8,62
8,70
8,74
8,87
8,144
8,199
8,253
8,293
8,306
8,348
8,369
9,13
9,26
9,34
9,43
9,123
9,220
9,224
9,279
9,288
9,291
9,311
9,319
10,42
10,78
10,122
10,136
10,150
10,159
10,163
10,188
10,240
10,266
10,293
10,322
10,347
10,360
11,14
11,20
11,32
11,41
11,76
11,83
11,87
11,106
11,204
11,220
11,241
11,250
11,312
11,322
11,377
12,20
12,29
12,30
12,35
12,40
12,44
12,56
12,58
12,63
12,65
12,96
12,107
12,109
12,125
12,130
12,139
12,140
12,147
12,156
12,157
12,161
12,167
12,178
12,180
12,182
12,188
12,210
12,212
12,228
12,229
12,268
12,274
12,282
12,295
12,310
12,319
12,333
12,334
12,336
12,366
12,371
12,373
13,43
13,53
13,67
13,76
13,80
13,86
13,109
13,131
13,135
13,136
13,138
13,164
13,168
13,180
13,182
13,189
13,196
13,198
13,202
13,214
13,222
13,245
13,248
13,252
13,263
13,270
13,271
13,275
13,294
13,317
13,320
13,325
13,337
13,338
13,370
14,26
14,39
14,64
14,67
14,98
14,107
14,109
14,112
14,151
14,161
14,221
14,260
14,287
14,294
14,299
14,337
14,356
14,370
15,23
15,28
15,36
15,43
15,85
15,125
15,130
15,141
15,157
15,167
15,168
15,316
15,365
15,374
16,28
16,29
16,63
16,91
16,99
16,143
16,188
16,248
16,252
16,266
16,268
16,306
16,318
16,332
16,367
17,26
17,31
17,33
17,36
17,42
17,74
17,77
17,88
17,100
17,106
17,110
17,114
17,115
17,127
17,136
17,138
17,144
17,164
17,167
17,171
17,185
17,189
17,196
17,204
17,217
17,222
17,223
17,228
17,234
17,245
17,253
17,257
17,263
17,266
17,269
17,273
17,278
17,281
17,286
17,296
17,344
17,356
17,364
17,375
18,83
18,120
18,193
18,194
18,214
18,224
18,235
18,250
18,268
18,288
18,317
19,26
19,32
19,43
19,45
19,50
19,101
19,105
19,115
19,122
19,144
19,158
19,165
19,176
19,185
19,188
19,190
19,193
19,198
19,209
19,216
19,236
19,238
19,241
19,250
19,257
19,267
19,275
19,278
19,280
19,286
19,288
19,290
19,308
19,315
19,317
19,320
19,324
19,328
19,348
19,367
19,372
19,375
20,26
20,32
20,35
20,37
20,39
20,54
20,111
20,120
20,147
20,165
20,173
20,193
20,202
20,205
20,210
20,212
20,214
