source,target
0,19
0,23
0,42
0,50
0,163
0,164
1,17
1,23
1,65
1,123
1,139
1,143
1,156
1,158
1,161
1,167
1,168
1,211
1,214
1,226
1,250
1,311
1,316
1,320
1,328
1,340
2,49
2,76
2,87
2,89
2,103
2,106
2,143
2,147
2,163
2,178
2,211
2,215
2,242
2,286
2,290
2,318
3,4
3,45
3,49
3,54
3,65
3,74
3,87
3,137
3,164
3,174
3,202
3,229
3,234
3,316
3,320
3,339
4,7
4,20
4,24
4,27
4,35
4,40
4,43
4,46
4,59
4,64
4,67
4,70
4,75
4,82
4,84
4,88
4,89
4,117
4,123
4,134
4,136
4,157
4,164
4,192
4,227
4,239
4,250
4,252
4,254
4,255
4,257
4,258
4,280
4,282
4,291
4,296
4,300
4,312
4,317
4,329
4,342
4,344
4,370
4,377
5,6
5,14
5,19
5,22
5,23
5,30
5,36
5,42
5,43
5,50
5,72
5,99
5,100
5,105
5,122
5,136
5,143
5,149
5,157
5,159
5,168
5,173
5,188
5,210
5,239
5,248
5,263
5,275
5,310
5,319
5,322
5,330
5,339
5,343
5,352
6,33
6,40
6,104
6,138
6,144
6,155
6,161
6,211
6,235
6,241
6,274
6,275
6,279
6,288
6,317
6,328
7,20
7,23
7,26
7,31
7,43
7,49
7,53
7,54
7,62
7,65
7,70
7,83
7,91
7,110
7,133
7,136
7,137
7,141
7,150
7,156
7,175
7,189
7,220
7,228
7,253
7,267
7,287
7,293
7,314
7,330
7,347
7,362
7,363
7,370
8,39
8,56
8,79
8,82
8,135
8,143
8,144
8,187
8,193
8,214
8,216
8,241
8,341
8,365
9,33
9,49
9,60
9,106
9,125
9,138
9,141
9,164
9,168
9,174
9,194
9,223
9,275
9,291
9,348
10,12
10,19
10,24
10,33
10,46
10,47
10,52
10,86
10,118
10,151
10,177
10,194
10,214
10,223
10,224
10,237
10,240
10,251
10,274
10,340
10,347
11,38
11,70
11,76
11,104
11,135
11,146
11,161
11,194
11,316
11,317
11,328
12,17
12,29
12,34
12,43
12,44
12,58
12,67
12,70
12,72
12,74
12,76
12,142
12,156
12,165
12,197
12,209
12,220
12,228
12,236
12,240
12,258
12,276
12,303
12,326
12,333
12,335
12,340
12,352
12,363
12,366
12,367
12,369
12,376
13,20
13,24
13,26
13,38
13,40
13,42
13,53
13,72
13,80
13,87
13,89
13,107
13,128
13,134
13,138
13,144
13,158
13,169
13,180
13,199
13,206
13,208
13,218
13,222
13,224
13,245
13,248
13,252
13,254
13,255
13,256
13,263
13,268
13,271
13,273
13,280
13,287
13,291
13,296
13,310
13,315
13,316
13,317
13,318
13,321
13,328
13,329
13,348
14,22
14,24
14,58
14,106
14,138
14,141
14,157
14,187
14,195
