source,target
0,70
0,155
0,158
0,188
0,197
0,224
0,250
0,252
0,318
1,13
1,41
1,168
1,180
1,187
1,188
1,204
1,278
1,293
1,316
1,347
2,4
2,85
2,110
2,127
2,130
2,155
2,197
2,238
2,248
2,274
2,335
2,357
2,361
2,365
3,86
3,92
3,106
3,125
3,138
3,143
3,168
3,221
3,232
3,242
3,317
4,12
4,28
4,31
4,39
4,41
4,50
4,89
4,90
4,92
4,98
4,106
4,113
4,116
4,154
4,161
4,181
4,188
4,191
4,209
4,210
4,214
4,222
4,229
4,241
4,244
4,254
4,257
4,266
4,275
4,285
4,288
4,292
4,294
4,299
4,314
4,329
4,334
4,339
4,359
4,377
5,6
5,16
5,29
5,32
5,46
5,52
5,69
5,91
5,95
5,101
5,103
5,104
5,107
5,117
5,120
5,130
5,154
5,162
5,165
5,169
5,177
5,182
5,186
5,187
5,208
5,209
5,212
5,214
5,217
5,218
5,219
5,228
5,235
5,238
5,251
5,266
5,287
5,290
5,294
5,316
5,363
5,373
5,374
6,35
6,98
6,151
6,196
6,224
6,252
6,263
6,273
6,330
6,331
6,348
6,352
7,10
7,13
7,20
7,28
7,30
7,43
7,48
7,50
7,52
7,80
7,87
7,113
7,120
7,123
7,139
7,146
7,156
7,164
7,193
7,194
7,205
7,230
7,241
7,245
7,251
7,263
7,272
7,288
7,292
7,315
7,317
7,333
7,335
7,339
7,349
7,360
8,23
8,29
8,49
8,105
8,214
8,229
8,356
9,91
9,214
9,221
9,234
9,236
9,258
9,267
9,279
9,289
9,320
9,340
9,365
10,43
10,98
10,129
10,156
10,167
10,177
10,188
10,238
10,277
10,295
10,341
10,352
10,373
11,36
11,157
11,215
11,236
11,237
11,274
11,329
11,369
11,376
12,19
12,33
12,39
12,41
12,46
12,68
12,77
12,83
12,87
12,99
12,100
12,109
12,120
12,147
12,160
12,171
12,177
12,179
12,192
12,196
12,202
12,208
12,209
12,211
12,217
12,219
12,221
12,223
12,252
12,260
12,298
12,305
12,306
12,311
12,319
12,333
12,377
13,17
13,26
13,29
13,33
13,43
13,45
13,49
13,59
13,62
13,65
13,67
13,76
13,80
13,82
13,88
13,120
13,123
13,133
13,139
13,144
13,149
13,155
13,156
13,162
13,167
13,172
13,188
13,202
13,218
13,221
13,231
13,233
13,234
13,237
13,257
13,268
13,269
13,271
13,273
13,274
13,275
13,285
13,287
13,290
13,308
13,311
13,319
13,326
13,328
13,335
13,343
13,347
13,351
13,366
13,368
14,26
14,42
14,83
14,107
14,134
14,173
14,215
14,267
14,304
14,348
14,362
15,29
15,47
15,50
15,109
15,123
15,231
15,263
15,320
16,36
16,49
16,91
16,106
16,119
16,127
16,130
16,147
16,155
16,179
16,187
16,192
16,221
16,224
16,225
16,251
16,258
16,263
16,290
16,309
16,361
16,362
17,26
17,31
17,34
17,43
17,45
17,59
17,66
17,78
17,83
17,86
17,94
17,115
17,120
17,151
17,165
17,168
17,177
17,189
17,201
17,220
17,232
17,236
17,250
17,265
17,270
17,271
17,275
17,284
17,289
17,290
17,332
17,346
17,362
18,29
18,41
18,58
18,59
18,85
18,87
18,125
18,168
18,220
18,240
18,250
18,294
18,326
18,335
18,338
18,369
19,21
19,35
19,43
19,45
19,94
19,100
19,104
19,117
19,133
19,134
19,135
19,137
19,143
19,149
19,177
19,194
19,206
19,215
19,223
19,225
19,227
19,290
19,299
19,309
19,311
19,346
19,361
19,364
19,373
20,25
20,42
20,49
20,54
20,62
20,82
20,83
20,91
20,102
20,110
20,112
20,123
20,147
20,158
20,179
20,208
20,213
20,215
20,234
20,247
20,248
20,257
20,274
20,279
20,282
20,290
20,304
20,308
20,316
20,330
20,335
20,340
20,345
20,360
20,363
21,33
21,54
21,136
21,163
21,204
21,252
21,274
21,306
21,322
21,362
22,157
22,168
22,193
22,205
22,236
22,242
22,366
23,38
23,46
23,58
23,59
23,64
23,67
23,69
23,78
23,106
23,114
23,120
23,124
23,139
23,143
23,156
23,157
23,164
23,206
23,234
23,235
23,244
23,250
23,252
23,264
23,288
23,289
23,292
23,303
23,305
23,333
23,344
23,352
23,361
23,362
24,41
24,46
24,47
24,65
24,81
24,121
24,122
24,141
24,143
24,155
24,161
24,174
24,188
24,200
24,229
24,232
24,238
24,242
24,248
24,256
24,275
24,277
24,301
24,302
24,308
24,324
24,329
24,335
24,342
24,347
24,348
24,349
24,361
24,364
24,371
25,35
25,42
25,67
25,106
25,143
25,220
25,223
25,236
25,241
25,291
25,324
25,362
25,366
25,373
26,28
26,30
26,40
26,41
26,50
26,51
26,58
26,62
26,77
26,83
26,98
26,121
26,123
26,127
26,131
26,163
26,187
26,192
26,193
26,206
26,216
26,218
26,234
26,250
26,289
26,311
26,321
26,330
26,339
26,345
26,349
26,373
27,43
27,67
27,83
27,107
27,220
27,252
27,303
27,324
27,325
27,341
28,36
28,42
28,73
28,85
28,114
28,119
28,125
28,133
28,136
28,152
28,162
28,163
28,176
28,194
28,202
28,219
28,227
28,232
28,252
28,258
28,260
28,274
28,279
28,290
28,296
28,304
28,330
28,359
28,368
29,34
29,38
29,48
29,70
29,83
29,85
29,103
29,114
29,120
29,123
29,125
29,142
29,155
29,181
29,210
29,211
29,218
29,221
29,223
29,225
29,231
29,234
29,239
29,241
29,253
29,264
29,266
29,267
29,268
29,287
29,292
29,298
29,314
29,326
29,336
29,347
29,363
29,366
30,43
30,55
30,76
30,80
30,135
30,172
30,189
30,267
30,271
30,273
30,290
31,58
31,70
31,109
31,133
31,144
31,157
31,161
31,167
31,238
31,255
31,273
31,279
31,310
31,317
31,322
31,324
31,344
31,366
31,373
31,374
32,49
32,58
32,84
32,156
32,163
32,221
32,266
32,290
32,291
33,50
33,56
33,82
33,94
33,101
33,112
33,123
33,127
33,133
33,152
33,156
33,161
33,172
33,176
33,193
33,212
33,213
33,214
33,225
33,226
33,238
33,245
33,271
33,284
33,286
33,333
33,372
33,374
34,36
34,38
34,41
34,45
34,46
34,49
34,55
34,62
34,67
34,70
34,72
34,85
34,86
34,88
34,95
34,98
34,107
34,117
34,147
34,162
34,164
34,167
34,178
34,181
34,194
34,201
34,204
34,220
34,241
34,262
34,265
34,267
34,269
34,272
34,286
34,293
34,296
34,312
34,317
34,329
34,330
34,342
34,343
34,346
34,347
34,355
34,361
35,43
35,47
35,70
35,91
35,98
35,104
35,109
35,127
35,129
35,144
35,158
35,164
35,168
35,171
35,215
35,223
35,226
35,234
35,242
35,243
35,252
35,255
35,261
35,262
35,263
35,267
35,272
35,273
35,283
35,285
35,287
35,292
35,324
35,328
35,330
35,343
35,348
35,369
36,38
36,39
36,45
36,49
36,50
36,59
36,67
36,70
36,75
36,77
36,78
36,85
36,101
36,107
36,109
36,113
36,119
36,120
36,124
36,155
36,167
36,173
36,177
36,182
36,189
36,220
36,226
36,233
36,241
36,257
36,260
36,274
36,284
36,290
36,293
36,311
36,353
36,370
37,53
37,70
37,103
37,120
37,142
37,144
37,259
37,316
37,340
37,347
37,350
37,362
37,365
38,48
38,49
38,50
38,51
38,54
38,72
38,83
38,93
38,101
38,106
38,129
38,135
38,147
38,151
38,157
38,163
38,204
38,213
38,217
38,221
38,226
38,240
38,257
38,259
38,266
38,272
38,275
38,279
38,281
38,310
38,312
38,315
38,321
38,322
38,325
38,328
38,333
38,339
38,362
39,65
39,71
39,83
39,91
39,102
39,106
39,107
39,112
39,125
39,136
39,161
39,174
39,185
39,211
39,215
39,218
39,222
39,237
39,241
39,243
39,257
39,271
39,273
39,297
39,300
39,301
39,307
39,309
39,310
39,322
39,328
39,347
39,374
40,41
40,49
40,65
40,83
40,123
40,125
40,226
40,242
40,248
40,256
40,273
40,286
41,45
41,46
41,61
41,73
41,84
41,103
41,109
41,119
41,143
41,144
41,145
41,169
41,171
41,186
41,193
41,194
41,209
41,214
41,220
41,221
41,238
41,256
41,271
41,272
41,274
41,298
41,304
41,306
41,310
41,335
41,341
41,344
41,358
41,360
41,362
41,371
41,373
41,375
41,377
42,47
42,55
42,57
42,58
42,60
42,74
42,75
42,78
42,85
42,91
42,117
42,127
42,133
42,137
42,155
42,176
42,179
42,197
42,198
42,199
42,202
42,230
42,232
42,242
42,246
42,264
42,279
42,321
42,335
42,337
42,371
43,46
43,47
43,54
43,56
43,59
43,81
43,85
43,105
43,113
43,124
43,127
43,131
43,141
43,173
43,187
43,214
43,218
43,235
43,256
43,259
43,268
43,274
