source,target
0,38
0,50
0,167
0,177
0,187
0,196
0,214
0,226
0,250
0,258
0,316
0,319
0,341
1,28
1,47
1,58
1,223
1,241
1,366
2,24
2,66
2,175
2,203
2,211
2,215
2,290
2,319
2,320
2,366
2,376
3,7
3,26
3,46
3,71
3,136
3,157
3,214
3,241
3,340
3,347
4,23
4,31
4,65
4,82
4,86
4,90
4,92
4,104
4,138
4,147
4,189
4,190
4,191
4,237
4,251
4,263
4,280
4,281
4,297
4,310
4,312
4,313
4,364
5,28
5,53
5,68
5,73
5,86
5,113
5,114
5,133
5,141
5,142
5,181
5,189
5,210
5,216
5,231
5,240
5,244
5,263
5,269
5,285
5,299
5,304
5,307
5,310
5,313
5,332
5,356
5,357
6,17
6,26
6,34
6,47
6,58
6,85
6,98
6,132
6,144
6,158
6,171
6,174
6,205
6,208
6,209
6,220
6,226
6,258
6,271
6,317
7,20
7,23
7,28
7,44
7,102
7,114
7,137
7,166
7,190
7,205
7,217
7,240
7,246
7,247
7,263
7,267
7,269
7,281
7,304
7,323
7,327
7,339
7,360
8,49
8,130
8,134
8,136
8,156
8,211
8,330
8,337
8,371
9,19
9,38
9,49
9,67
9,123
9,135
9,157
9,238
9,306
9,319
9,341
10,167
10,224
10,247
10,250
10,273
10,330
10,340
11,28
11,33
11,49
11,174
11,189
11,191
11,234
11,252
11,291
11,295
11,319
11,334
11,339
11,371
12,15
12,62
12,89
12,90
12,104
12,105
12,111
12,134
12,142
12,184
12,185
12,196
12,219
12,240
12,247
12,264
12,281
12,294
12,298
12,307
12,315
12,337
13,15
13,73
13,86
13,102
13,104
13,117
13,137
13,189
13,260
13,262
13,268
13,291
13,302
13,308
13,309
13,318
13,332
13,336
13,363
13,364
13,370
14,23
14,26
14,34
14,49
14,83
14,95
14,143
14,220
14,223
14,226
14,284
14,341
14,365
15,24
15,38
15,41
15,54
15,68
15,70
15,109
15,168
15,187
15,210
15,258
15,324
15,330
15,348
15,365
16,49
16,50
16,155
16,177
16,188
16,199
16,212
16,221
16,224
16,286
16,320
16,325
16,350
16,365
17,20
17,53
17,66
17,79
17,90
17,111
17,122
17,141
17,181
17,182
17,199
17,207
17,240
17,253
17,261
17,269
17,270
17,295
17,297
17,298
17,303
17,327
17,328
17,343
17,356
17,370
18,46
18,47
18,84
18,91
18,98
18,120
18,126
18,130
18,177
18,211
18,254
18,271
18,311
18,319
18,371
19,68
19,93
19,104
19,105
19,119
19,138
19,147
19,149
19,169
19,196
19,208
19,251
19,313
19,328
19,342
20,22
20,35
20,36
20,45
20,74
20,77
20,85
20,87
20,91
20,92
20,98
20,108
20,116
20,127
20,135
20,151
20,157
20,158
20,161
20,163
20,168
20,183
20,188
20,197
20,210
20,214
20,216
20,230
20,234
20,250
20,251
20,266
20,270
20,278
20,299
20,301
20,311
20,315
20,316
20,319
20,335
20,347
20,353
20,364
20,366
20,369
20,373
21,34
21,58
21,74
21,85
21,109
21,130
21,234
21,324
21,328
