source,target
0,21
0,43
0,45
0,141
0,155
0,192
0,229
0,242
0,263
0,271
0,313
0,320
0,339
0,377
1,26
1,48
1,58
1,67
1,87
1,121
1,147
1,157
1,165
1,229
1,238
1,241
1,263
1,288
1,304
1,362
1,366
2,41
2,86
2,121
2,145
2,164
2,204
2,214
2,221
2,328
2,340
2,354
2,362
2,374
3,38
3,96
3,101
3,127
3,130
3,158
3,174
3,224
3,255
3,275
3,293
3,362
3,375
4,21
4,23
4,28
4,48
4,51
4,52
4,63
4,73
4,78
4,80
4,86
4,104
4,118
4,129
4,153
4,189
4,206
4,210
4,222
4,248
4,249
4,253
4,256
4,261
4,264
4,267
4,328
4,342
4,360
4,367
5,25
5,44
5,51
5,65
5,73
5,80
5,82
5,88
5,138
5,141
5,176
5,185
5,189
5,209
5,233
5,260
5,263
5,301
5,304
5,305
5,321
5,323
5,326
5,328
5,350
5,367
6,53
6,74
6,104
6,106
6,110
6,167
6,193
6,242
6,250
6,258
6,337
6,341
6,363
7,14
7,16
7,23
7,31
7,37
7,65
7,72
7,79
7,89
7,117
7,150
7,152
7,180
7,207
7,216
7,217
7,228
7,248
7,251
7,284
7,289
7,301
7,307
7,314
7,328
7,332
7,337
7,351
7,360
7,364
8,23
8,38
8,46
8,73
8,76
8,109
8,127
8,177
8,191
8,238
8,273
8,297
8,325
8,335
9,34
9,35
9,42
9,45
9,70
9,89
9,91
9,118
9,130
9,157
9,176
9,187
9,248
9,263
9,271
9,325
9,369
10,22
10,24
10,46
10,47
10,56
10,67
10,141
10,143
10,158
10,161
10,172
10,193
10,204
10,222
10,226
10,262
10,362
11,35
11,141
11,173
11,188
11,352
11,363
12,20
12,23
12,28
12,52
12,53
12,54
12,75
12,79
12,84
12,138
12,139
12,141
12,145
12,146
12,154
12,170
12,171
12,189
12,190
12,191
12,209
12,243
12,260
12,263
12,267
12,272
12,278
12,312
12,318
12,328
12,331
12,344
13,48
13,80
13,81
13,88
13,89
13,99
13,103
13,104
13,119
13,138
13,148
13,150
13,181
13,185
13,186
13,206
13,209
13,240
13,244
13,261
13,263
13,270
13,281
13,360
13,376
14,69
14,74
14,86
14,127
14,252
14,271
14,330
15,33
15,71
15,90
15,109
15,147
15,215
15,220
15,224
15,232
15,255
15,275
15,293
15,294
15,297
15,317
15,352
16,42
16,52
16,163
16,168
16,215
16,261
16,288
16,328
16,330
16,369
17,22
17,23
17,32
17,64
17,81
17,103
17,138
17,141
17,146
17,162
17,178
17,210
17,222
17,233
17,240
17,244
17,260
17,263
17,265
17,291
17,301
17,318
17,343
17,361
17,367
18,47
18,121
18,156
18,168
18,169
18,201
18,204
18,212
18,216
18,221
18,241
19,52
19,60
19,86
19,96
19,124
19,128
19,134
19,137
19,138
19,139
19,148
19,152
19,160
19,162
19,195
19,200
19,201
19,203
19,208
19,260
19,268
19,295
19,299
19,302
19,304
19,309
19,350
19,364
20,39
20,47
20,49
20,50
20,88
20,98
20,107
20,120
20,122
20,127
20,144
20,151
20,155
20,156
20,163
20,164
20,165
20,167
20,169
20,175
20,192
20,201
20,208
20,211
20,214
20,221
20,229
20,238
20,242
20,255
20,272
20,275
20,286
20,294
20,305
20,325
20,329
20,330
20,331
20,337
20,366
21,40
21,54
21,59
21,135
21,144
21,163
21,171
21,202
21,234
21,244
21,273
21,307
21,320
21,335
21,348
21,362
21,374
22,46
22,79
22,223
22,227
22,232
22,264
22,290
22,371
23,24
23,29
23,33
23,36
23,37
23,39
23,46
23,47
23,49
23,67
23,76
23,87
23,102
23,115
23,120
23,125
23,127
23,144
23,155
23,158
23,161
23,164
23,168
23,174
23,187
23,212
23,214
23,220
23,221
23,229
23,232
23,234
23,241
23,252
23,255
23,257
23,273
23,274
23,275
23,285
23,286
23,287
23,319
23,322
23,324
23,335
23,348
23,351
23,356
23,360
23,364
23,371
23,374
23,377
24,25
24,88
24,89
24,104
24,129
24,141
24,154
24,173
24,182
24,185
24,190
24,205
24,209
24,216
24,235
24,256
24,263
24,264
24,284
24,289
24,298
24,300
24,303
24,304
24,318
24,329
24,358
24,364
25,26
25,49
25,118
25,143
25,144
25,250
25,252
25,255
25,266
25,290
25,305
26,28
26,55
26,64
26,65
26,81
26,95
26,111
26,128
26,141
26,162
26,171
26,184
26,195
26,198
26,209
26,212
26,222
26,235
26,240
26,251
26,265
26,270
26,278
26,283
26,284
26,301
26,312
26,318
26,356
26,357
26,359
27,106
27,109
27,135
27,158
27,226
27,229
27,248
27,250
27,293
27,320
27,337
27,341
27,356
27,365
27,366
27,377
28,34
28,35
28,36
28,42
28,50
28,70
28,98
28,105
28,109
28,120
28,123
28,136
28,148
28,151
28,158
28,163
28,165
28,168
28,170
28,188
28,197
28,208
28,215
28,218
28,219
28,220
28,224
28,226
28,242
28,255
28,258
28,264
28,270
28,275
28,286
28,288
28,296
28,300
28,301
28,311
28,322
28,337
28,338
28,358
28,361
28,362
28,371
28,373
29,40
29,68
29,75
29,101
29,118
29,141
29,175
29,179
29,208
29,209
29,244
29,254
29,357
29,358
30,76
30,86
30,165
30,318
30,365
31,39
31,41
31,62
31,76
31,98
31,107
31,113
31,180
31,193
31,204
31,230
31,274
31,312
31,316
31,319
31,322
31,347
32,34
32,76
32,90
32,104
32,135
32,155
32,156
32,164
32,204
32,241
32,242
32,270
32,318
32,335
32,355
33,44
33,65
33,78
33,84
33,131
33,147
33,149
33,160
33,189
33,190
33,206
33,208
33,228
33,251
33,270
33,278
33,296
33,306
33,315
33,344
33,353
33,354
34,44
34,62
34,71
34,88
34,108
34,133
34,138
34,162
34,180
34,183
34,195
34,228
34,239
34,254
34,278
34,289
34,302
34,305
34,331
34,363
35,57
35,89
35,90
35,99
35,104
35,145
35,153
35,178
35,189
35,200
35,209
35,222
35,230
35,231
35,240
35,269
35,270
35,272
35,289
35,295
35,333
35,342
35,356
35,376
36,63
36,79
36,81
36,86
36,90
36,97
36,101
36,104
36,105
36,128
36,172
36,189
36,199
36,209
36,217
36,240
36,261
36,264
36,276
36,289
36,294
36,313
36,315
36,328
36,336
36,346
36,349
36,360
36,368
37,85
37,104
37,151
37,316
37,335
37,339
37,365
37,366
37,371
38,78
38,131
38,133
38,139
38,142
38,173
38,189
38,202
38,208
38,213
38,240
38,243
38,263
38,277
