source,target
0,38
0,39
0,98
0,161
0,266
0,273
0,346
0,348
0,362
1,43
1,67
1,127
1,130
1,163
1,188
1,226
1,232
1,240
1,347
2,77
2,83
2,87
2,98
2,127
2,131
2,136
2,161
2,248
2,273
2,279
2,314
2,325
2,377
3,19
3,46
3,83
3,89
3,98
3,138
3,157
3,238
3,249
3,315
3,335
3,369
4,20
4,26
4,35
4,54
4,67
4,81
4,104
4,108
4,109
4,112
4,128
4,140
4,155
4,158
4,180
4,181
4,198
4,206
4,209
4,240
4,251
4,256
4,262
4,263
4,264
4,278
4,279
4,284
4,287
4,288
4,289
4,306
4,307
4,318
4,332
4,340
4,345
4,354
4,365
4,368
4,372
5,15
5,20
5,21
5,26
5,30
5,39
5,54
5,70
5,74
5,77
5,131
5,133
5,143
5,144
5,153
5,154
5,155
5,158
5,170
5,174
5,182
5,187
5,216
5,230
5,270
5,273
5,298
5,314
5,318
5,325
5,346
5,354
5,365
5,375
6,42
6,77
6,78
6,151
6,167
6,274
6,275
6,282
6,318
6,330
7,11
7,13
7,19
7,38
7,41
7,45
7,49
7,53
7,54
7,67
7,94
7,101
7,116
7,135
7,149
7,154
7,163
7,167
7,169
7,186
7,187
7,195
7,201
7,216
7,250
7,251
7,254
7,263
7,287
7,294
7,302
7,307
7,328
7,353
7,361
7,362
8,12
8,33
8,49
8,91
8,102
8,143
8,144
8,148
8,156
8,187
8,208
8,209
8,220
8,229
8,255
8,365
8,371
9,13
9,34
9,36
9,47
9,58
9,85
9,125
9,165
9,181
9,291
9,322
9,330
9,347
9,363
10,29
10,38
10,43
10,77
10,102
10,120
10,151
10,158
10,163
10,175
10,220
10,287
10,308
10,321
10,359
11,50
11,67
11,91
11,106
11,116
11,138
11,161
11,164
11,168
11,213
11,226
11,234
11,250
11,275
11,279
11,340
12,39
12,51
12,57
12,65
12,66
12,71
12,83
12,87
12,93
12,98
12,120
12,124
12,126
12,134
12,140
12,148
12,166
12,186
12,197
12,208
12,209
12,214
12,221
12,226
12,231
12,234
12,252
12,254
12,255
12,265
12,274
12,284
12,299
12,324
12,332
12,341
12,352
12,371
13,31
13,43
13,47
13,50
13,52
13,56
13,72
13,79
13,82
13,86
13,97
13,110
13,125
13,130
13,138
13,158
13,162
13,164
13,181
13,183
13,206
13,210
13,226
13,229
13,235
13,285
13,291
13,312
13,313
13,321
13,324
13,326
13,339
13,341
13,348
13,362
13,377
14,54
14,91
14,149
14,161
14,167
14,220
14,242
14,254
14,316
14,318
14,324
14,352
15,35
15,58
15,102
15,123
15,134
15,168
15,174
15,177
15,197
15,213
15,224
15,236
15,280
15,308
15,335
15,371
16,24
16,34
16,59
16,64
16,91
16,115
16,122
16,125
16,144
16,151
16,157
16,177
16,184
16,204
16,250
16,279
16,283
16,291
16,324
16,341
17,22
17,23
17,29
17,33
17,65
17,89
17,104
17,135
17,143
17,156
17,185
17,198
17,210
17,224
17,238
17,239
17,240
17,248
17,250
17,257
17,260
17,261
17,263
17,268
17,328
17,337
17,345
17,357
17,363
18,127
18,155
18,165
18,238
18,271
18,274
18,326
18,345
18,371
19,20
19,60
19,79
19,86
19,89
19,96
19,101
19,104
19,113
19,128
19,165
19,176
19,181
19,199
19,204
19,219
19,221
19,232
19,234
19,238
19,241
19,258
19,276
19,282
19,288
19,303
19,308
19,321
19,343
19,352
19,354
19,363
19,365
19,375
19,377
20,23
20,28
20,38
20,43
20,58
20,70
20,77
20,85
20,90
20,92
20,130
20,144
20,148
20,164
20,170
20,175
20,177
20,187
20,189
20,199
20,203
20,205
20,210
20,211
20,241
20,252
20,253
20,256
20,259
20,266
20,319
20,338
20,339
20,352
20,358
20,362
20,374
20,375
21,159
21,189
21,214
21,232
21,286
22,26
22,43
22,45
22,49
22,58
22,102
22,130
22,141
22,204
22,264
22,274
22,324
22,325
22,355
22,362
23,24
23,33
23,38
23,43
23,46
23,47
23,50
23,67
23,80
23,85
23,87
23,91
23,100
23,101
23,102
23,107
23,144
23,152
23,156
23,188
23,193
23,197
23,213
23,214
23,221
23,238
23,251
23,256
23,265
23,282
23,292
23,293
23,301
23,315
23,316
23,320
23,328
23,329
23,344
23,347
23,350
23,359
23,362
23,374
24,26
24,47
24,49
24,63
24,86
24,122
24,126
24,127
24,144
24,158
24,170
24,178
24,187
24,206
24,219
24,220
24,221
24,223
24,224
24,226
24,227
24,234
24,240
24,241
24,249
24,251
24,254
24,266
24,273
24,291
24,301
24,312
24,315
24,323
24,325
24,352
24,363
24,366
25,47
25,138
25,159
25,226
25,290
26,36
26,39
26,44
26,56
26,58
26,59
26,60
26,66
26,81
26,86
26,87
26,88
26,89
26,90
26,91
26,108
26,123
