source,target
0,5
0,11
0,13
0,20
0,29
0,43
0,56
0,58
0,138
0,155
0,167
0,215
0,223
0,236
0,240
0,248
0,286
0,292
0,325
0,340
0,369
1,7
1,18
1,121
1,188
1,191
1,224
1,229
1,277
1,337
1,362
1,364
2,30
2,39
2,67
2,85
2,118
2,167
2,174
2,220
2,236
2,241
2,255
2,258
2,277
2,287
2,316
2,374
2,377
3,13
3,34
3,38
3,42
3,129
3,168
3,170
3,171
3,187
3,225
3,250
3,271
3,305
3,306
3,319
3,330
3,331
4,16
4,26
4,29
4,43
4,45
4,48
4,74
4,83
4,93
4,111
4,117
4,163
4,171
4,172
4,185
4,193
4,203
4,206
4,210
4,211
4,213
4,215
4,223
4,225
4,226
4,227
4,232
4,271
4,272
4,278
4,279
4,287
4,327
4,355
4,358
4,360
4,371
4,373
5,23
5,30
5,46
5,70
5,80
5,86
5,100
5,115
5,131
5,133
5,138
5,144
5,158
5,161
5,165
5,172
5,177
5,180
5,187
5,197
5,201
5,222
5,239
5,242
5,244
5,254
5,270
5,271
5,305
5,307
5,309
5,316
5,319
5,327
5,328
5,356
5,377
6,35
6,38
6,43
6,46
6,56
6,130
6,147
6,165
6,194
6,197
6,236
6,271
6,289
6,341
6,348
7,12
7,16
7,20
7,26
7,36
7,38
7,43
7,45
7,46
7,52
7,59
7,70
7,83
7,84
7,98
7,106
7,107
7,109
7,127
7,139
7,143
7,147
7,157
7,161
7,170
7,173
7,177
7,197
7,198
7,199
7,201
7,204
7,206
7,211
7,217
7,234
7,235
7,240
7,241
7,247
7,250
7,271
7,273
7,275
7,281
7,293
7,306
7,312
7,316
7,317
7,318
7,326
7,327
7,332
7,353
7,375
8,17
8,133
8,135
8,161
8,165
8,187
8,188
8,254
8,274
8,343
8,348
8,352
9,36
9,58
9,65
9,76
9,77
9,79
9,95
9,123
9,127
9,144
9,166
9,221
9,288
9,290
9,323
9,349
10,24
10,29
10,107
10,141
10,155
10,209
10,289
10,297
10,374
11,15
11,35
11,47
11,87
11,106
11,133
11,138
11,167
11,232
11,236
11,240
11,261
11,287
11,290
11,300
11,335
11,363
12,13
12,19
12,38
12,43
12,49
12,84
12,87
12,99
12,142
12,155
12,156
12,158
12,163
12,164
12,175
12,184
12,192
12,200
12,201
12,203
12,210
12,214
12,233
12,236
12,242
12,252
12,258
12,286
12,288
12,300
12,303
12,310
12,311
12,312
12,326
12,328
12,348
12,349
12,362
12,365
12,368
12,377
13,16
13,27
13,28
13,46
13,56
13,58
13,65
13,69
13,81
13,83
13,87
13,92
13,95
13,120
13,123
13,125
13,156
13,190
13,191
13,192
13,195
13,198
13,204
13,205
13,215
13,218
13,226
13,231
13,233
13,240
13,250
13,262
13,274
13,281
13,321
13,327
13,336
13,341
13,342
13,359
13,361
13,368
14,23
14,38
14,120
14,142
14,161
14,180
14,187
14,209
14,234
14,238
14,243
14,361
15,31
15,46
15,47
15,91
15,157
15,274
15,281
15,289
15,317
15,374
15,376
16,42
16,67
16,113
16,127
16,197
16,279
16,291
16,293
16,294
16,340
17,24
17,39
17,45
17,49
17,60
17,71
17,76
17,87
17,114
17,125
17,130
17,161
17,162
17,163
17,165
17,167
17,177
17,187
17,197
17,204
17,222
17,224
17,240
17,273
17,277
17,280
17,286
17,303
17,304
17,314
17,315
17,324
17,330
17,335
17,343
17,347
17,352
17,359
17,370
17,373
18,42
18,76
18,86
18,106
18,140
18,149
18,156
18,240
18,258
18,316
19,24
19,39
19,46
19,47
19,54
19,84
19,87
19,89
19,100
19,109
19,120
19,128
19,132
19,140
19,141
19,146
19,150
19,153
19,168
19,169
19,173
19,193
19,194
19,216
19,222
19,267
19,273
19,275
19,279
19,312
19,319
19,322
19,325
19,329
19,330
19,334
19,338
19,357
19,365
19,366
